sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
PLD-A-LFH-1	Pinkney-Ashnet-PLD-A-LFH-1_S55	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-PLD-A-LFH-1_S55_L001_R1_001.fastq.gz	Pinkney-Ashnet-PLD-A-LFH-1_S55_L001_R2_001.fastq.gz				
PLD-A-MIN-1	Pinkney-Ashnet-PLD-A-MIN-1_S56	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-PLD-A-MIN-1_S56_L001_R1_001.fastq.gz	Pinkney-Ashnet-PLD-A-MIN-1_S56_L001_R2_001.fastq.gz				
PLD-C-LFH-1	Pinkney-Ashnet-PLD-C-LFH-1_S53	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-PLD-C-LFH-1_S53_L001_R1_001.fastq.gz	Pinkney-Ashnet-PLD-C-LFH-1_S53_L001_R2_001.fastq.gz				
PLD-C-LFH-2	Pinkney-Ashnet-PLD-C-LFH-2_S57	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-PLD-C-LFH-2_S57_L001_R1_001.fastq.gz	Pinkney-Ashnet-PLD-C-LFH-2_S57_L001_R2_001.fastq.gz				
PLD-C-MIN-1	Pinkney-Ashnet-PLD-C-MIN-1_S54	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-PLD-C-MIN-1_S54_L001_R1_001.fastq.gz	Pinkney-Ashnet-PLD-C-MIN-1_S54_L001_R2_001.fastq.gz				
PLD-C-MIN-2	Pinkney-Ashnet-PLD-C-MIN-2_S58	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-PLD-C-MIN-2_S58_L001_R1_001.fastq.gz	Pinkney-Ashnet-PLD-C-MIN-2_S58_L001_R2_001.fastq.gz				
SRD-A1-LFH-4	Pinkney-Ashnet-SRD-A1-LFH-4_S43	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-SRD-A1-LFH-4_S43_L001_R1_001.fastq.gz	Pinkney-Ashnet-SRD-A1-LFH-4_S43_L001_R2_001.fastq.gz				
SRD-A1-LFH-5	Pinkney-Ashnet-SRD-A1-LFH-5_S49	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-SRD-A1-LFH-5_S49_L001_R1_001.fastq.gz	Pinkney-Ashnet-SRD-A1-LFH-5_S49_L001_R2_001.fastq.gz				
SRD-A1-MIN-4	Pinkney-Ashnet-SRD-A1-MIN-4_S44	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-SRD-A1-MIN-4_S44_L001_R1_001.fastq.gz	Pinkney-Ashnet-SRD-A1-MIN-4_S44_L001_R2_001.fastq.gz				
SRD-A1-MIN-5	Pinkney-Ashnet-SRD-A1-MIN-5_S50	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-SRD-A1-MIN-5_S50_L001_R1_001.fastq.gz	Pinkney-Ashnet-SRD-A1-MIN-5_S50_L001_R2_001.fastq.gz				
SRD-A2-LFH-4	Pinkney-Ashnet-SRD-A2-LFH-4_S45	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-SRD-A2-LFH-4_S45_L001_R1_001.fastq.gz	Pinkney-Ashnet-SRD-A2-LFH-4_S45_L001_R2_001.fastq.gz				
